Product,Generic,Brand,Form,Strength,On hand,Reserved,Available,Reorder level,Batch no,Expiry,Batch qty
Glibenclamide 1g,Glibenclamide,,tablet,1g,100,0,100,20,B10780,30/12/2028,100
Glimepiride 1g,Glimepiride,,tablet,1g,100,0,100,20,B10781,30/12/2028,100
Levothyroxine 1g,Levothyroxine,,tablet,1g,100,0,100,20,B10782,30/12/2028,100
Carbimazole 1g,Carbimazole,,tablet,1g,100,0,100,20,B10783,30/12/2028,100
Folic Acid 1g,Folic Acid,,tablet,1g,100,0,100,20,B10784,30/12/2028,100
Oxytocin 1g,Oxytocin,,tablet,1g,100,0,100,20,B10785,30/12/2028,100
Misoprostol 1g,Misoprostol,,tablet,1g,100,0,100,20,B10786,30/12/2028,100
Magnesium Sulfate 1g,Magnesium Sulfate,,tablet,1g,100,0,100,20,B10787,30/12/2028,100
Amitriptyline 1g,Amitriptyline,,tablet,1g,100,0,100,20,B10788,30/12/2028,100
Fluoxetine 1g,Fluoxetine,,tablet,1g,100,0,100,20,B10789,30/12/2028,100
Haloperidol 1g,Haloperidol,,tablet,1g,100,0,100,20,B10790,30/12/2028,100
Chlorpromazine 1g,Chlorpromazine,,tablet,1g,100,0,100,20,B10791,30/12/2028,100
Halothane 5mg,Halothane,,capsule,5mg,100,0,100,20,B10792,30/12/2028,100
Ketamine 5mg,Ketamine,,capsule,5mg,100,0,100,20,B10793,30/12/2028,100
Nitrous oxide 5mg,Nitrous oxide,,capsule,5mg,100,0,100,20,B10794,30/12/2028,100
Oxygen 5mg,Oxygen,,capsule,5mg,100,0,100,20,B10795,30/12/2028,100
Atropine 5mg,Atropine,,capsule,5mg,100,0,100,20,B10796,30/12/2028,100
Diazepam 5mg,Diazepam,,capsule,5mg,100,0,100,20,B10797,30/12/2028,100
Hyoscine N-Butylbromide 5mg,Hyoscine N-Butylbromide,,capsule,5mg,100,0,100,20,B10798,30/12/2028,100
Midazolam 5mg,Midazolam,,capsule,5mg,100,0,100,20,B10799,30/12/2028,100
Morphine 5mg,Morphine,,capsule,5mg,100,0,100,20,B10800,30/12/2028,100
Promethazine 5mg,Promethazine,,capsule,5mg,100,0,100,20,B10801,30/12/2028,100
Promethazine 5mg,Promethazine,,capsule,5mg,100,0,100,20,B10802,30/12/2028,100
Atracurium 5mg,Atracurium,,capsule,5mg,100,0,100,20,B10803,30/12/2028,100
Neostigmine 5mg,Neostigmine,,capsule,5mg,100,0,100,20,B10804,30/12/2028,100
Suxamethonium 5mg,Suxamethonium,,capsule,5mg,100,0,100,20,B10805,30/12/2028,100
Propofol 5mg,Propofol,,capsule,5mg,100,0,100,20,B10806,30/12/2028,100
Lidocaine 5mg,Lidocaine,,capsule,5mg,100,0,100,20,B10807,30/12/2028,100
Bupivacaine 5mg,Bupivacaine,,capsule,5mg,100,0,100,20,B10808,30/12/2028,100
Pentazocine 5mg,Pentazocine,,capsule,5mg,100,0,100,20,B10809,30/12/2028,100
Pethidine 5mg,Pethidine,,capsule,5mg,100,0,100,20,B10810,30/12/2028,100
Tramadol 5mg,Tramadol,,capsule,5mg,100,0,100,20,B10811,30/12/2028,100
Acetylsalicylic Acid 5mg,Acetylsalicylic Acid,,capsule,5mg,100,0,100,20,B10812,30/12/2028,100
Paracetamol 5mg,Paracetamol,,capsule,5mg,100,0,100,20,B10813,30/12/2028,100
Paracetamol 5mg,Paracetamol,,capsule,5mg,100,0,100,20,B10814,30/12/2028,100
Paracetamol 5mg,Paracetamol,,capsule,5mg,100,0,100,20,B10815,30/12/2028,100
Allopurinol 5mg,Allopurinol,,capsule,5mg,100,0,100,20,B10816,30/12/2028,100
Diclofenac Sodium 5mg,Diclofenac Sodium,,capsule,5mg,100,0,100,20,B10817,30/12/2028,100
Diclofenac Sodium 5mg,Diclofenac Sodium,,capsule,5mg,100,0,100,20,B10818,30/12/2028,100
Ibuprofen 5mg,Ibuprofen,,capsule,5mg,100,0,100,20,B10819,30/12/2028,100
Ibuprofen 5mg,Ibuprofen,,capsule,5mg,100,0,100,20,B10820,30/12/2028,100
Naproxen 5mg,Naproxen,,capsule,5mg,100,0,100,20,B10821,30/12/2028,100
Piroxicam 5mg,Piroxicam,,capsule,5mg,100,0,100,20,B10822,30/12/2028,100
Meloxicam 5mg,Meloxicam,,capsule,5mg,100,0,100,20,B10823,30/12/2028,100
Naloxone 5mg,Naloxone,,capsule,5mg,100,0,100,20,B10824,30/12/2028,100
Chlorpheniramine 5mg,Chlorpheniramine,,capsule,5mg,100,0,100,20,B10825,30/12/2028,100
Hydrocortisone 5mg,Hydrocortisone,,capsule,5mg,100,0,100,20,B10826,30/12/2028,100
Prednisolone 5mg,Prednisolone,,capsule,5mg,100,0,100,20,B10827,30/12/2028,100
Phenobarbital 5mg,Phenobarbital,,capsule,5mg,100,0,100,20,B10828,30/12/2028,100
Phenytoin 5mg,Phenytoin,,capsule,5mg,100,0,100,20,B10829,30/12/2028,100
Sodium Valproate 5mg,Sodium Valproate,,capsule,5mg,100,0,100,20,B10830,30/12/2028,100
Carbamazepine 5mg,Carbamazepine,,capsule,5mg,100,0,100,20,B10831,30/12/2028,100
Amoxicillin 5mg,Amoxicillin,,capsule,5mg,100,0,100,20,B10832,30/12/2028,100
Amoxicillin 5mg,Amoxicillin,,capsule,5mg,100,0,100,20,B10833,30/12/2028,100
Ampicillin 5mg,Ampicillin,,capsule,5mg,100,0,100,20,B10834,30/12/2028,100
Cloxacillin 5mg,Cloxacillin,,capsule,5mg,100,0,100,20,B10835,30/12/2028,100
Ceftriaxone 5mg,Ceftriaxone,,capsule,5mg,100,0,100,20,B10836,30/12/2028,100
Cefuroxime 5mg,Cefuroxime,,capsule,5mg,100,0,100,20,B10837,30/12/2028,100
Azithromycin 5mg,Azithromycin,,capsule,5mg,100,0,100,20,B10838,30/12/2028,100
Erythromycin 5mg,Erythromycin,,capsule,5mg,100,0,100,20,B10839,30/12/2028,100
Ciprofloxacin 5mg,Ciprofloxacin,,capsule,5mg,100,0,100,20,B10840,30/12/2028,100
Metronidazole 5mg,Metronidazole,,capsule,5mg,100,0,100,20,B10841,30/12/2028,100
Metronidazole 5mg,Metronidazole,,capsule,5mg,100,0,100,20,B10842,30/12/2028,100
Gentamicin 5mg,Gentamicin,,capsule,5mg,100,0,100,20,B10843,30/12/2028,100
Doxycycline 5mg,Doxycycline,,capsule,5mg,100,0,100,20,B10844,30/12/2028,100
Cotrimoxazole 5mg,Cotrimoxazole,,capsule,5mg,100,0,100,20,B10845,30/12/2028,100
Artemether + Lumefantrine 5mg,Artemether + Lumefantrine,,capsule,5mg,100,0,100,20,B10846,30/12/2028,100
Artesunate 5mg,Artesunate,,capsule,5mg,100,0,100,20,B10847,30/12/2028,100
Amodiaquine 5mg,Amodiaquine,,capsule,5mg,100,0,100,20,B10848,30/12/2028,100
Quinine 5mg,Quinine,,capsule,5mg,100,0,100,20,B10849,30/12/2028,100
Fluconazole 5mg,Fluconazole,,capsule,5mg,100,0,100,20,B10850,30/12/2028,100
Nystatin 5mg,Nystatin,,capsule,5mg,100,0,100,20,B10851,30/12/2028,100
Amlodipine 5mg,Amlodipine,,capsule,5mg,100,0,100,20,B10852,30/12/2028,100
Amlodipine 5mg,Amlodipine,,capsule,5mg,100,0,100,20,B10853,30/12/2028,100
Lisinopril 5mg,Lisinopril,,capsule,5mg,100,0,100,20,B10854,30/12/2028,100
Lisinopril 5mg,Lisinopril,,capsule,5mg,100,0,100,20,B10855,30/12/2028,100
Atenolol 5mg,Atenolol,,capsule,5mg,100,0,100,20,B10856,30/12/2028,100
Propranolol 5mg,Propranolol,,capsule,5mg,100,0,100,20,B10857,30/12/2028,100
Methyldopa 5mg,Methyldopa,,capsule,5mg,100,0,100,20,B10858,30/12/2028,100
Hydralazine 5mg,Hydralazine,,capsule,5mg,100,0,100,20,B10859,30/12/2028,100
Glyceryl Trinitrate 5mg,Glyceryl Trinitrate,,capsule,5mg,100,0,100,20,B10860,30/12/2028,100
Isosorbide Dinitrate 5mg,Isosorbide Dinitrate,,capsule,5mg,100,0,100,20,B10861,30/12/2028,100
Digoxin 5mg,Digoxin,,capsule,5mg,100,0,100,20,B10862,30/12/2028,100
Furosemide 5mg,Furosemide,,capsule,5mg,100,0,100,20,B10863,30/12/2028,100
Furosemide 5mg,Furosemide,,capsule,5mg,100,0,100,20,B10864,30/12/2028,100
Hydrochlorothiazide 5mg,Hydrochlorothiazide,,capsule,5mg,100,0,100,20,B10865,30/12/2028,100
Spironolactone 5mg,Spironolactone,,capsule,5mg,100,0,100,20,B10866,30/12/2028,100
Atorvastatin 5mg,Atorvastatin,,capsule,5mg,100,0,100,20,B10867,30/12/2028,100
Simvastatin 5mg,Simvastatin,,capsule,5mg,100,0,100,20,B10868,30/12/2028,100
Salbutamol 5mg,Salbutamol,,capsule,5mg,100,0,100,20,B10869,30/12/2028,100
Salbutamol 5mg,Salbutamol,,capsule,5mg,100,0,100,20,B10870,30/12/2028,100
Aminophylline 5mg,Aminophylline,,capsule,5mg,100,0,100,20,B10871,30/12/2028,100
Omeprazole 5mg,Omeprazole,,capsule,5mg,100,0,100,20,B10872,30/12/2028,100
Cimetidine 5mg,Cimetidine,,capsule,5mg,100,0,100,20,B10873,30/12/2028,100
Metoclopramide 5mg,Metoclopramide,,capsule,5mg,100,0,100,20,B10874,30/12/2028,100
Zinc Sulfate 5mg,Zinc Sulfate,,capsule,5mg,100,0,100,20,B10875,30/12/2028,100
Bisacodyl 5mg,Bisacodyl,,capsule,5mg,100,0,100,20,B10876,30/12/2028,100
Metformin 5mg,Metformin,,capsule,5mg,100,0,100,20,B10877,30/12/2028,100
Metformin 5mg,Metformin,,capsule,5mg,100,0,100,20,B10878,30/12/2028,100
Glibenclamide 5mg,Glibenclamide,,capsule,5mg,100,0,100,20,B10879,30/12/2028,100
Glimepiride 5mg,Glimepiride,,capsule,5mg,100,0,100,20,B10880,30/12/2028,100
Levothyroxine 5mg,Levothyroxine,,capsule,5mg,100,0,100,20,B10881,30/12/2028,100
Carbimazole 5mg,Carbimazole,,capsule,5mg,100,0,100,20,B10882,30/12/2028,100
Folic Acid 5mg,Folic Acid,,capsule,5mg,100,0,100,20,B10883,30/12/2028,100
Oxytocin 5mg,Oxytocin,,capsule,5mg,100,0,100,20,B10884,30/12/2028,100
Misoprostol 5mg,Misoprostol,,capsule,5mg,100,0,100,20,B10885,30/12/2028,100
Magnesium Sulfate 5mg,Magnesium Sulfate,,capsule,5mg,100,0,100,20,B10886,30/12/2028,100
Amitriptyline 5mg,Amitriptyline,,capsule,5mg,100,0,100,20,B10887,30/12/2028,100
Fluoxetine 5mg,Fluoxetine,,capsule,5mg,100,0,100,20,B10888,30/12/2028,100
Haloperidol 5mg,Haloperidol,,capsule,5mg,100,0,100,20,B10889,30/12/2028,100
Chlorpromazine 5mg,Chlorpromazine,,capsule,5mg,100,0,100,20,B10890,30/12/2028,100
Halothane 10mg,Halothane,,capsule,10mg,100,0,100,20,B10891,30/12/2028,100
Ketamine 10mg,Ketamine,,capsule,10mg,100,0,100,20,B10892,30/12/2028,100
Nitrous oxide 10mg,Nitrous oxide,,capsule,10mg,100,0,100,20,B10893,30/12/2028,100
Oxygen 10mg,Oxygen,,capsule,10mg,100,0,100,20,B10894,30/12/2028,100
Atropine 10mg,Atropine,,capsule,10mg,100,0,100,20,B10895,30/12/2028,100
Diazepam 10mg,Diazepam,,capsule,10mg,100,0,100,20,B10896,30/12/2028,100
Hyoscine N-Butylbromide 10mg,Hyoscine N-Butylbromide,,capsule,10mg,100,0,100,20,B10897,30/12/2028,100
Midazolam 10mg,Midazolam,,capsule,10mg,100,0,100,20,B10898,30/12/2028,100
Morphine 10mg,Morphine,,capsule,10mg,100,0,100,20,B10899,30/12/2028,100
Promethazine 10mg,Promethazine,,capsule,10mg,100,0,100,20,B10900,30/12/2028,100
Promethazine 10mg,Promethazine,,capsule,10mg,100,0,100,20,B10901,30/12/2028,100
Atracurium 10mg,Atracurium,,capsule,10mg,100,0,100,20,B10902,30/12/2028,100
Neostigmine 10mg,Neostigmine,,capsule,10mg,100,0,100,20,B10903,30/12/2028,100
Suxamethonium 10mg,Suxamethonium,,capsule,10mg,100,0,100,20,B10904,30/12/2028,100
Propofol 10mg,Propofol,,capsule,10mg,100,0,100,20,B10905,30/12/2028,100
Lidocaine 10mg,Lidocaine,,capsule,10mg,100,0,100,20,B10906,30/12/2028,100
Bupivacaine 10mg,Bupivacaine,,capsule,10mg,100,0,100,20,B10907,30/12/2028,100
Pentazocine 10mg,Pentazocine,,capsule,10mg,100,0,100,20,B10908,30/12/2028,100
Pethidine 10mg,Pethidine,,capsule,10mg,100,0,100,20,B10909,30/12/2028,100
Tramadol 10mg,Tramadol,,capsule,10mg,100,0,100,20,B10910,30/12/2028,100
Acetylsalicylic Acid 10mg,Acetylsalicylic Acid,,capsule,10mg,100,0,100,20,B10911,30/12/2028,100
Paracetamol 10mg,Paracetamol,,capsule,10mg,100,0,100,20,B10912,30/12/2028,100
Paracetamol 10mg,Paracetamol,,capsule,10mg,100,0,100,20,B10913,30/12/2028,100
Paracetamol 10mg,Paracetamol,,capsule,10mg,100,0,100,20,B10914,30/12/2028,100
Allopurinol 10mg,Allopurinol,,capsule,10mg,100,0,100,20,B10915,30/12/2028,100
Diclofenac Sodium 10mg,Diclofenac Sodium,,capsule,10mg,100,0,100,20,B10916,30/12/2028,100
Diclofenac Sodium 10mg,Diclofenac Sodium,,capsule,10mg,100,0,100,20,B10917,30/12/2028,100
Ibuprofen 10mg,Ibuprofen,,capsule,10mg,100,0,100,20,B10918,30/12/2028,100
Ibuprofen 10mg,Ibuprofen,,capsule,10mg,100,0,100,20,B10919,30/12/2028,100
Naproxen 10mg,Naproxen,,capsule,10mg,100,0,100,20,B10920,30/12/2028,100
Piroxicam 10mg,Piroxicam,,capsule,10mg,100,0,100,20,B10921,30/12/2028,100
Meloxicam 10mg,Meloxicam,,capsule,10mg,100,0,100,20,B10922,30/12/2028,100
Naloxone 10mg,Naloxone,,capsule,10mg,100,0,100,20,B10923,30/12/2028,100
Chlorpheniramine 10mg,Chlorpheniramine,,capsule,10mg,100,0,100,20,B10924,30/12/2028,100
Hydrocortisone 10mg,Hydrocortisone,,capsule,10mg,100,0,100,20,B10925,30/12/2028,100
Prednisolone 10mg,Prednisolone,,capsule,10mg,100,0,100,20,B10926,30/12/2028,100
Phenobarbital 10mg,Phenobarbital,,capsule,10mg,100,0,100,20,B10927,30/12/2028,100
Phenytoin 10mg,Phenytoin,,capsule,10mg,100,0,100,20,B10928,30/12/2028,100
Sodium Valproate 10mg,Sodium Valproate,,capsule,10mg,100,0,100,20,B10929,30/12/2028,100
Carbamazepine 10mg,Carbamazepine,,capsule,10mg,100,0,100,20,B10930,30/12/2028,100
Amoxicillin 10mg,Amoxicillin,,capsule,10mg,100,0,100,20,B10931,30/12/2028,100
Amoxicillin 10mg,Amoxicillin,,capsule,10mg,100,0,100,20,B10932,30/12/2028,100
Ampicillin 10mg,Ampicillin,,capsule,10mg,100,0,100,20,B10933,30/12/2028,100
Cloxacillin 10mg,Cloxacillin,,capsule,10mg,100,0,100,20,B10934,30/12/2028,100
Ceftriaxone 10mg,Ceftriaxone,,capsule,10mg,100,0,100,20,B10935,30/12/2028,100
Cefuroxime 10mg,Cefuroxime,,capsule,10mg,100,0,100,20,B10936,30/12/2028,100
Azithromycin 10mg,Azithromycin,,capsule,10mg,100,0,100,20,B10937,30/12/2028,100
Erythromycin 10mg,Erythromycin,,capsule,10mg,100,0,100,20,B10938,30/12/2028,100
Ciprofloxacin 10mg,Ciprofloxacin,,capsule,10mg,100,0,100,20,B10939,30/12/2028,100
Metronidazole 10mg,Metronidazole,,capsule,10mg,100,0,100,20,B10940,30/12/2028,100
Metronidazole 10mg,Metronidazole,,capsule,10mg,100,0,100,20,B10941,30/12/2028,100
Gentamicin 10mg,Gentamicin,,capsule,10mg,100,0,100,20,B10942,30/12/2028,100
Doxycycline 10mg,Doxycycline,,capsule,10mg,100,0,100,20,B10943,30/12/2028,100
Cotrimoxazole 10mg,Cotrimoxazole,,capsule,10mg,100,0,100,20,B10944,30/12/2028,100
Artemether + Lumefantrine 10mg,Artemether + Lumefantrine,,capsule,10mg,100,0,100,20,B10945,30/12/2028,100
Artesunate 10mg,Artesunate,,capsule,10mg,100,0,100,20,B10946,30/12/2028,100
Amodiaquine 10mg,Amodiaquine,,capsule,10mg,100,0,100,20,B10947,30/12/2028,100
Quinine 10mg,Quinine,,capsule,10mg,100,0,100,20,B10948,30/12/2028,100
Fluconazole 10mg,Fluconazole,,capsule,10mg,100,0,100,20,B10949,30/12/2028,100
Nystatin 10mg,Nystatin,,capsule,10mg,100,0,100,20,B10950,30/12/2028,100
Amlodipine 10mg,Amlodipine,,capsule,10mg,100,0,100,20,B10951,30/12/2028,100
Amlodipine 10mg,Amlodipine,,capsule,10mg,100,0,100,20,B10952,30/12/2028,100
Lisinopril 10mg,Lisinopril,,capsule,10mg,100,0,100,20,B10953,30/12/2028,100
Lisinopril 10mg,Lisinopril,,capsule,10mg,100,0,100,20,B10954,30/12/2028,100
Atenolol 10mg,Atenolol,,capsule,10mg,100,0,100,20,B10955,30/12/2028,100
Propranolol 10mg,Propranolol,,capsule,10mg,100,0,100,20,B10956,30/12/2028,100
Methyldopa 10mg,Methyldopa,,capsule,10mg,100,0,100,20,B10957,30/12/2028,100
Hydralazine 10mg,Hydralazine,,capsule,10mg,100,0,100,20,B10958,30/12/2028,100
Glyceryl Trinitrate 10mg,Glyceryl Trinitrate,,capsule,10mg,100,0,100,20,B10959,30/12/2028,100
Isosorbide Dinitrate 10mg,Isosorbide Dinitrate,,capsule,10mg,100,0,100,20,B10960,30/12/2028,100
Digoxin 10mg,Digoxin,,capsule,10mg,100,0,100,20,B10961,30/12/2028,100
Furosemide 10mg,Furosemide,,capsule,10mg,100,0,100,20,B10962,30/12/2028,100
Furosemide 10mg,Furosemide,,capsule,10mg,100,0,100,20,B10963,30/12/2028,100
Hydrochlorothiazide 10mg,Hydrochlorothiazide,,capsule,10mg,100,0,100,20,B10964,30/12/2028,100
Spironolactone 10mg,Spironolactone,,capsule,10mg,100,0,100,20,B10965,30/12/2028,100
Atorvastatin 10mg,Atorvastatin,,capsule,10mg,100,0,100,20,B10966,30/12/2028,100
Simvastatin 10mg,Simvastatin,,capsule,10mg,100,0,100,20,B10967,30/12/2028,100
Salbutamol 10mg,Salbutamol,,capsule,10mg,100,0,100,20,B10968,30/12/2028,100
Salbutamol 10mg,Salbutamol,,capsule,10mg,100,0,100,20,B10969,30/12/2028,100
Aminophylline 10mg,Aminophylline,,capsule,10mg,100,0,100,20,B10970,30/12/2028,100
Omeprazole 10mg,Omeprazole,,capsule,10mg,100,0,100,20,B10971,30/12/2028,100
Cimetidine 10mg,Cimetidine,,capsule,10mg,100,0,100,20,B10972,30/12/2028,100
Metoclopramide 10mg,Metoclopramide,,capsule,10mg,100,0,100,20,B10973,30/12/2028,100
Zinc Sulfate 10mg,Zinc Sulfate,,capsule,10mg,100,0,100,20,B10974,30/12/2028,100
Bisacodyl 10mg,Bisacodyl,,capsule,10mg,100,0,100,20,B10975,30/12/2028,100
Metformin 10mg,Metformin,,capsule,10mg,100,0,100,20,B10976,30/12/2028,100
Metformin 10mg,Metformin,,capsule,10mg,100,0,100,20,B10977,30/12/2028,100
Glibenclamide 10mg,Glibenclamide,,capsule,10mg,100,0,100,20,B10978,30/12/2028,100
Glimepiride 10mg,Glimepiride,,capsule,10mg,100,0,100,20,B10979,30/12/2028,100
Levothyroxine 10mg,Levothyroxine,,capsule,10mg,100,0,100,20,B10980,30/12/2028,100
Carbimazole 10mg,Carbimazole,,capsule,10mg,100,0,100,20,B10981,30/12/2028,100
Folic Acid 10mg,Folic Acid,,capsule,10mg,100,0,100,20,B10982,30/12/2028,100
Oxytocin 10mg,Oxytocin,,capsule,10mg,100,0,100,20,B10983,30/12/2028,100
Misoprostol 10mg,Misoprostol,,capsule,10mg,100,0,100,20,B10984,30/12/2028,100
Magnesium Sulfate 10mg,Magnesium Sulfate,,capsule,10mg,100,0,100,20,B10985,30/12/2028,100
Amitriptyline 10mg,Amitriptyline,,capsule,10mg,100,0,100,20,B10986,30/12/2028,100
Fluoxetine 10mg,Fluoxetine,,capsule,10mg,100,0,100,20,B10987,30/12/2028,100
Haloperidol 10mg,Haloperidol,,capsule,10mg,100,0,100,20,B10988,30/12/2028,100
Chlorpromazine 10mg,Chlorpromazine,,capsule,10mg,100,0,100,20,B10989,30/12/2028,100
Halothane 20mg,Halothane,,capsule,20mg,100,0,100,20,B10990,30/12/2028,100
Ketamine 20mg,Ketamine,,capsule,20mg,100,0,100,20,B10991,30/12/2028,100
Nitrous oxide 20mg,Nitrous oxide,,capsule,20mg,100,0,100,20,B10992,30/12/2028,100
Oxygen 20mg,Oxygen,,capsule,20mg,100,0,100,20,B10993,30/12/2028,100
Atropine 20mg,Atropine,,capsule,20mg,100,0,100,20,B10994,30/12/2028,100
Diazepam 20mg,Diazepam,,capsule,20mg,100,0,100,20,B10995,30/12/2028,100
Hyoscine N-Butylbromide 20mg,Hyoscine N-Butylbromide,,capsule,20mg,100,0,100,20,B10996,30/12/2028,100
Midazolam 20mg,Midazolam,,capsule,20mg,100,0,100,20,B10997,30/12/2028,100
Morphine 20mg,Morphine,,capsule,20mg,100,0,100,20,B10998,30/12/2028,100
Promethazine 20mg,Promethazine,,capsule,20mg,100,0,100,20,B10999,30/12/2028,100
Promethazine 20mg,Promethazine,,capsule,20mg,100,0,100,20,B11000,30/12/2028,100
Atracurium 20mg,Atracurium,,capsule,20mg,100,0,100,20,B11001,30/12/2028,100
Neostigmine 20mg,Neostigmine,,capsule,20mg,100,0,100,20,B11002,30/12/2028,100
Suxamethonium 20mg,Suxamethonium,,capsule,20mg,100,0,100,20,B11003,30/12/2028,100
Propofol 20mg,Propofol,,capsule,20mg,100,0,100,20,B11004,30/12/2028,100
Lidocaine 20mg,Lidocaine,,capsule,20mg,100,0,100,20,B11005,30/12/2028,100
Bupivacaine 20mg,Bupivacaine,,capsule,20mg,100,0,100,20,B11006,30/12/2028,100
Pentazocine 20mg,Pentazocine,,capsule,20mg,100,0,100,20,B11007,30/12/2028,100
Pethidine 20mg,Pethidine,,capsule,20mg,100,0,100,20,B11008,30/12/2028,100
Tramadol 20mg,Tramadol,,capsule,20mg,100,0,100,20,B11009,30/12/2028,100
Acetylsalicylic Acid 20mg,Acetylsalicylic Acid,,capsule,20mg,100,0,100,20,B11010,30/12/2028,100
Paracetamol 20mg,Paracetamol,,capsule,20mg,100,0,100,20,B11011,30/12/2028,100
Paracetamol 20mg,Paracetamol,,capsule,20mg,100,0,100,20,B11012,30/12/2028,100
Paracetamol 20mg,Paracetamol,,capsule,20mg,100,0,100,20,B11013,30/12/2028,100
Allopurinol 20mg,Allopurinol,,capsule,20mg,100,0,100,20,B11014,30/12/2028,100
Diclofenac Sodium 20mg,Diclofenac Sodium,,capsule,20mg,100,0,100,20,B11015,30/12/2028,100
Diclofenac Sodium 20mg,Diclofenac Sodium,,capsule,20mg,100,0,100,20,B11016,30/12/2028,100
Ibuprofen 20mg,Ibuprofen,,capsule,20mg,100,0,100,20,B11017,30/12/2028,100
Ibuprofen 20mg,Ibuprofen,,capsule,20mg,100,0,100,20,B11018,30/12/2028,100
Naproxen 20mg,Naproxen,,capsule,20mg,100,0,100,20,B11019,30/12/2028,100
Piroxicam 20mg,Piroxicam,,capsule,20mg,100,0,100,20,B11020,30/12/2028,100
Meloxicam 20mg,Meloxicam,,capsule,20mg,100,0,100,20,B11021,30/12/2028,100
Naloxone 20mg,Naloxone,,capsule,20mg,100,0,100,20,B11022,30/12/2028,100
Chlorpheniramine 20mg,Chlorpheniramine,,capsule,20mg,100,0,100,20,B11023,30/12/2028,100
Hydrocortisone 20mg,Hydrocortisone,,capsule,20mg,100,0,100,20,B11024,30/12/2028,100
Prednisolone 20mg,Prednisolone,,capsule,20mg,100,0,100,20,B11025,30/12/2028,100
Phenobarbital 20mg,Phenobarbital,,capsule,20mg,100,0,100,20,B11026,30/12/2028,100
Phenytoin 20mg,Phenytoin,,capsule,20mg,100,0,100,20,B11027,30/12/2028,100
Sodium Valproate 20mg,Sodium Valproate,,capsule,20mg,100,0,100,20,B11028,30/12/2028,100
Carbamazepine 20mg,Carbamazepine,,capsule,20mg,100,0,100,20,B11029,30/12/2028,100
Amoxicillin 20mg,Amoxicillin,,capsule,20mg,100,0,100,20,B11030,30/12/2028,100
Amoxicillin 20mg,Amoxicillin,,capsule,20mg,100,0,100,20,B11031,30/12/2028,100
Ampicillin 20mg,Ampicillin,,capsule,20mg,100,0,100,20,B11032,30/12/2028,100
Cloxacillin 20mg,Cloxacillin,,capsule,20mg,100,0,100,20,B11033,30/12/2028,100
Ceftriaxone 20mg,Ceftriaxone,,capsule,20mg,100,0,100,20,B11034,30/12/2028,100
Cefuroxime 20mg,Cefuroxime,,capsule,20mg,100,0,100,20,B11035,30/12/2028,100
Azithromycin 20mg,Azithromycin,,capsule,20mg,100,0,100,20,B11036,30/12/2028,100
Erythromycin 20mg,Erythromycin,,capsule,20mg,100,0,100,20,B11037,30/12/2028,100
Ciprofloxacin 20mg,Ciprofloxacin,,capsule,20mg,100,0,100,20,B11038,30/12/2028,100
Metronidazole 20mg,Metronidazole,,capsule,20mg,100,0,100,20,B11039,30/12/2028,100
Metronidazole 20mg,Metronidazole,,capsule,20mg,100,0,100,20,B11040,30/12/2028,100
Gentamicin 20mg,Gentamicin,,capsule,20mg,100,0,100,20,B11041,30/12/2028,100
Doxycycline 20mg,Doxycycline,,capsule,20mg,100,0,100,20,B11042,30/12/2028,100
Cotrimoxazole 20mg,Cotrimoxazole,,capsule,20mg,100,0,100,20,B11043,30/12/2028,100
Artemether + Lumefantrine 20mg,Artemether + Lumefantrine,,capsule,20mg,100,0,100,20,B11044,30/12/2028,100
Artesunate 20mg,Artesunate,,capsule,20mg,100,0,100,20,B11045,30/12/2028,100
Amodiaquine 20mg,Amodiaquine,,capsule,20mg,100,0,100,20,B11046,30/12/2028,100
Quinine 20mg,Quinine,,capsule,20mg,100,0,100,20,B11047,30/12/2028,100
Fluconazole 20mg,Fluconazole,,capsule,20mg,100,0,100,20,B11048,30/12/2028,100
Nystatin 20mg,Nystatin,,capsule,20mg,100,0,100,20,B11049,30/12/2028,100
Amlodipine 20mg,Amlodipine,,capsule,20mg,100,0,100,20,B11050,30/12/2028,100
Amlodipine 20mg,Amlodipine,,capsule,20mg,100,0,100,20,B11051,30/12/2028,100
Lisinopril 20mg,Lisinopril,,capsule,20mg,100,0,100,20,B11052,30/12/2028,100
Lisinopril 20mg,Lisinopril,,capsule,20mg,100,0,100,20,B11053,30/12/2028,100
Atenolol 20mg,Atenolol,,capsule,20mg,100,0,100,20,B11054,30/12/2028,100
Propranolol 20mg,Propranolol,,capsule,20mg,100,0,100,20,B11055,30/12/2028,100
Methyldopa 20mg,Methyldopa,,capsule,20mg,100,0,100,20,B11056,30/12/2028,100
Hydralazine 20mg,Hydralazine,,capsule,20mg,100,0,100,20,B11057,30/12/2028,100
Glyceryl Trinitrate 20mg,Glyceryl Trinitrate,,capsule,20mg,100,0,100,20,B11058,30/12/2028,100
Isosorbide Dinitrate 20mg,Isosorbide Dinitrate,,capsule,20mg,100,0,100,20,B11059,30/12/2028,100
Digoxin 20mg,Digoxin,,capsule,20mg,100,0,100,20,B11060,30/12/2028,100
Furosemide 20mg,Furosemide,,capsule,20mg,100,0,100,20,B11061,30/12/2028,100
Furosemide 20mg,Furosemide,,capsule,20mg,100,0,100,20,B11062,30/12/2028,100
Hydrochlorothiazide 20mg,Hydrochlorothiazide,,capsule,20mg,100,0,100,20,B11063,30/12/2028,100
